drugbank_id,name,type,cas_number,groups,synonyms
DB00440,Trimethoprim,small molecule,738-70-5,approved|vet_approved,"2,4-Diamino-5-(3,4,5-trimethoxybenzyl)pyrimidine|5-[(3,4,5-Trimethoxyphenyl)methyl]-2,4-pyrimidinediamine|Trimethoprim|Triméthoprime|Trimethoprimum|Trimetoprima"
DB00441,Gemcitabine,small molecule,95058-81-4,approved,"2'-Deoxy-2',2'-difluorocytidine|2',2'-Difluorodeoxycytidine|4-amino-1-((2R,4R,5R)-3,3-Difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one|Gemcitabin|Gemcitabina|Gemcitabine|Gemcitabinum"
DB00442,Entecavir,small molecule,142217-69-4,approved|investigational,Anhydrous entecavir|Entecavir|Entecavir (anhydrous)|Entecavir anhydrous|Entecavirum
DB00443,Betamethasone,small molecule,378-44-9,approved|vet_approved,"16beta-Methyl-1,4-pregnadiene-9alpha-fluoro-11beta,17alpha,21-triol-3,20-dione|16β-Methyl-1,4-pregnadiene-9α-fluoro-11β,17α,21-triol-3,20-dione|9-Fluoro-16beta-methylprednisolone|9-Fluoro-16β-methylprednisolone|9alpha-Fluoro-16beta-methylprednisolone|9α-Fluoro-16β-methylprednisolone|beta-Methasone alcohol|Betadexamethasone|Betametasona|Betamethasone|Betamethasonum|Betamethasonvalerat Mikron|Rinderon"
DB00444,Teniposide,small molecule,29767-20-2,approved,"4'-demethylepipodophyllotoxin 9-(4,6-O-(R)-2-thenylidene-beta-D-glucopyranoside)|Epidophyllotoxin|Teniposid|Téniposide|Teniposido|Teniposidum"
DB00445,Epirubicin,small molecule,56420-45-2,approved,4'-Epiadriamycin|Epiadriamycin|Epirubicin|Epirubicina|Epirubicine|Epirubicinum|Pidorubicina|Pidorubicine|Pidorubicinum
DB00446,Chloramphenicol,small molecule,56-75-7,approved|vet_approved,"Chloramex|Chloramphenicol|Chloramphenicolum|Chlornitromycin|Chlorocid|Chlorocol|Cloramfenicol|D-(-)-2,2-Dichloro-N-(beta-hydroxy-alpha-(hydroxymethyl)-P-nitrophenylethyl)acetamide|D-(-)-threo-1-P-Nitrophenyl-2-dichloroacetylamino-1,3-propanediol|Fenicol|Globenicol|Halomycetin|Laevomycetinum|Levomicetina|Levomycetin|Oleomycetin|Sificetina"
DB00447,Loracarbef,small molecule,76470-66-1,investigational|withdrawn,"Anhydrous loracarbef|Loracarbef|Loracarbef, anhydrous|Loracarbefum"
DB00448,Lansoprazole,small molecule,103577-45-3,approved|investigational,AG 1749|Bamalite|Lansoprazol|Lansoprazole|Lansoprazolum|Lanzol|Lanzopral|Lanzul|Limpidex|Monolitum|Ogastro|Opiren
DB00449,Dipivefrin,small molecule,52365-63-6,approved,"(+-)-4-[1-Hydroxy-2-(methylamino)ethyl]-O-phenylene divavalate|1-(3',4'-Dipivaloyloxyphenyl)-2-methylamino-1-ethanol|4-[1-Hydroxy-2-(methylamino)ethyl]-O-phenylene divavalate|Dipivalyl Epinephrine|Dipivefrin|Dipivefrina|Dipivéfrine|Dipivefrinum|Pro-Epinephrine"
DB00450,Droperidol,small molecule,548-73-2,approved|vet_approved,"1-(1-(3-(P-Fluorobenzoyl)propyl)-1,2,3,6-tetrahydro-4-pyridyl)-2-benzimidazolinone|1-(1-(4-(P-Fluorophenyl)-4-oxobutyl)-1,2,3,6-tetrahydro-4-pyridyl)-2-benzimidazolinone|1-{1-[4-(4-fluoro-phenyl)-4-oxo-butyl]-1,2,3,6-tetrahydro-pyridin-4-yl}-1,3-dihydro-benzoimidazol-2-one|1-{1-[4-(4-fluorophenyl)-4-oxobutyl]-1,2,3,6-tetrahydro-4-pyridinyl}-2,3-dihydro-1H-benzo[D]imidazol-2-one|Droperidol|Dropéridol|Droperidolo|Droperidolum"
DB00451,Levothyroxine,small molecule,51-48-9,approved,"3,3',5,5'-Tetraiodo-L-thyronine|3,5,3',5'-TETRAIODO-L-thyronine|4-(4-Hydroxy-3,5-diiodophenoxy)-3,5-diiodo-L-phenylalanine|L-T4|L-Thyroxine|Levothyroxin|LT4|O-(4-Hydroxy-3,5-diidophenyl)-3,5-diiodo-L-tyrosine|O-(4-Hydroxy-3,5-diiodophenyl)-3,5-diiodo-L-tyrosine|T4"
DB00452,Framycetin,small molecule,119-04-0,approved,Fradiomycin B|Framicetina|Framycetin|Framycétine|Framycetinum|Neomycin B
DB00453,Clomocycline,small molecule,1181-54-0,approved,Chlormethylenecycline|Clomociclina|Clomocyclina|Clomocyclinum
DB00454,Pethidine,small molecule,57-42-1,approved,Isonipecaïne|Meperidine|Pethidin|Péthidine|Pethidine dbl|Pethidinum|Petidina|Petydyna|Sauteralgyl|Spasmedal|Spasmodolin
DB00455,Loratadine,small molecule,79794-75-5,approved,Loratadina|Loratadinum
DB00456,Cefalotin,small molecule,153-61-7,approved|vet_approved,3-Acetoxymethyl-7-(2-thienylacetamido)-3-cephem-4-carboxylic acid|7-(2-Thienylacetamido)cephalosporanic acid|7-(2'-Thienylacetamido)cephalosporanic acid|7-(Thiophene-2-acetamido)cephalosporin|Cefalothin|Cefalotin|Cefalotina|Cefalotine|Cefalotinum|Cephalothin|Cephalotin|CET
DB00457,Prazosin,small molecule,19216-56-9,approved,"1-(4-Amino-6,7-dimethoxy-2-quinazolinyl)-4-(2-furanylcarbonyl)piperazine|2-(4-(2-Furoyl)piperazin-1-yl)-4-amino-6,7-dimethoxyquinazoline|Prazosina|Prazosine|Prazosinum"
DB00458,Imipramine,small molecule,50-49-7,approved,"10,11-dihydro-N,N-Dimethyl-5H-dibenz[b,F]azepine-5-propanamine|3-(5H-DIBENZO[b,F]azepin-5-yl)-N,N-dimethylpropan-1-amine|5-[3-(dimethylamino)Propyl]-10,11-dihydro-5H-dibenz[b,F]azepine|Antideprin|Imipramin|Imipramine|Imipraminum|Imizine|Irmin|Melipramine|N-(gamma-Dimethylaminopropyl)iminodibenzyl|N-(γ-dimethylaminopropyl)iminodibenzyl"
DB00459,Acitretin,small molecule,55079-83-9,approved,"(all-e)-9-(4-Methoxy-2,3,6-trimethylphenyl)-3,7-dimethyl-2,4,6,8-nonatetraenoic acid|Acetretin|Acitretin|Acitretina|Acitretine|Acitretinum|all-trans-3,7-Dimethyl-9-(4-methoxy-2,3,6-trimethylphenyl)-2,4,6,8-nonatetraenoic acid|Etretin|Neotigason"
DB00460,Verteporfin,small molecule,129497-78-5,approved|investigational,Verteporfin|Verteporfina|Vertéporfine|Verteporfinum
DB00461,Nabumetone,small molecule,42924-53-8,approved,4-(6-Methoxy-2-naphthalenyl)-2-butanone|4-(6-Methoxy-2-naphthyl)-2-butanone|Nabumeton|Nabumetona|Nabumétone|Nabumetone|Nabumetonum
DB00462,Methylscopolamine bromide,small molecule,155-41-9,approved,(−)-scopolamine methobromide|(−)-scopolamine methyl bromide|Hyoscine Methobromide|Hyoscine methyl bromide|Methscopolamine bromide|N-methylhyoscine bromide|N-methylscopolammonium bromide|Scopolamine Methobromide|Scopolamine methyl bromide
DB00463,Metharbital,small molecule,50-11-3,withdrawn,Metarbital|Metharbital|Metharbitalum
DB00464,Sodium Tetradecyl Sulfate,small molecule,139-88-8,approved,"7-Ethyl-2-methyl-4-undecanol sulfate sodium salt|7-ethyl-2-methyl-4-undecanolsulfate, sodium salt|Natrii tetradecylis sulfa|Sodium 2-methyl-7-ethylundecanol-4-sulfate|Sodium 7-ethyl-2-methyl-4-undecanol sulfate|Sodium tetradecyl sulphate|Sodium tetradecylsulfate|STS|Tetradecilsulfato sodico|Tetradecyl sodium sulfate|Tetradecyl sulfate de sodium"
DB00465,Ketorolac,small molecule,74103-06-3,approved,"(+-)-5-Benzoyl-2,3-dihydro-1H-pyrrolizine-1-carboxylic acid|(+-)-Ketorolac|Ketorolac|Kétorolac|Ketorolaco|Ketorolacum|rac-Ketorolac"
DB00466,Picrotoxin,small molecule,124-87-8,experimental,cocculin
DB00467,Enoxacin,small molecule,74011-58-8,approved|investigational,"1-Ethyl-6-fluoro-1,4-dihydro-4-oxo-7-(1-piperazinyl)-1,8-naphthyridine-3-carboxylic acid|1-Ethyl-6-fluoro-4-oxo-7-piperazin-1-yl-1,4-dihydro-[1,8]naphthyridine-3-carboxylic acid|Enoxacin|Enoxacina|Énoxacine|Enoxacino|Enoxacinum"
DB00468,Quinine,small molecule,130-95-0,approved,"(-)-Quinine|(8S,9R)-Quinine|(R)-(-)-Quinine|(R)-(6-Methoxyquinolin-4-yl)((2S,4S,8R)-8-vinylquinuclidin-2-yl)methanol|6'-Methoxycinchonidine|Chinin|Chinine|Chininum|Quinina|Quinine"
DB00469,Tenoxicam,small molecule,59804-37-4,approved,Tenoxicam|Ténoxicam|Tenoxicamum
DB00470,Dronabinol,small molecule,1972-08-3,approved|illicit,"(-)-delta9-trans-Tetrahydrocannabinol|1-trans-delta-9-Tetrahydrocannabinol|3-Pentyl-6,6,9-trimethyl-6a,7,8,10a-tetrahydro-6H-dibenzo(b,D)pyran-1-ol|6,6,9-Trimethyl-3-pentyl-6a,7,8,10a-tetrahydro-6H-benzo[c]chromen-1-ol|delta-9-tetrahydrocannabinol|delta-9-THC|delta(1)-Tetrahydrocannabinol|delta(9)-THC|delta9-Tetrahydrocannabinol|Dronabinol|Dronabinolum|Tetrahydrocannabinol|Δ9-tetrahydrocannabinol"
DB00471,Montelukast,small molecule,158966-92-8,approved,(R-(e))-1-(((1-(3-(2-(7-Chloro-2-quinolinyl)ethenyl)phenyl)-3-(2-(1-hydroxy-1-methylethyl)phenyl)propyl)thio)methyl)cyclopropaneacetic acid|1-[[[(1 R)-1-[3-[(1e)-2-(7-chloro-2-Quinolinyl)ethenyl] phenyl]-3-[2-(1-hydroxy-1-methylethyl)phenyl]propyl]sulfanyl]methyl]cyclopropaneacetic acid|Montelukast|Montélukast|Montelukastum
DB00472,Fluoxetine,small molecule,54910-89-3,approved|vet_approved,"(+-)-N-Methyl-3-phenyl-3-((alpha,alpha,alpha-trifluoro-P-tolyl)oxy)propylamine|(+-)-N-Methyl-gamma-(4-(trifluoromethyl)phenoxy)benzenepropanamine|Fluoxetin|Fluoxetina|Fluoxétine|Fluoxetinum"
DB00473,Hexylcaine,small molecule,532-77-4,approved|withdrawn,Cyclaine|Hexilcaina|Hexylcaine|Hexylcainum
DB00474,Methohexital,small molecule,151-83-7,approved,"(+-)-5-Allyl-1-methyl-5-(1-methyl-2-pentynyl)barbituric acid|5-Allyl-1-methyl-5-(1-methyl-2-pentynyl)-2,4,6(1H,3H,5H)-pyrimidinetrione|5-Allyl-1-methyl-5-(1-methyl-pent-2-ynyl)-pyrimidine-2,4,6-trione|5-Allyl-5-(3-hexyn-2-yl)-1-methylbarbituric acid|alpha-DL-1-Methyl-5-allyl-5-(1'-methylpentyn-2-yl)barbituric acid|Methohexital|Methohexitalum|Methohexitone|Metohexital"
DB00475,Chlordiazepoxide,small molecule,58-25-3,approved|illicit,"7-chloro-2-methylamino-5-phenyl-3H-1,4-benzodiazepin-4-oxide|CDP|Chloradiazepoxide|Chlordiazepoxidum|Clopoxide|Methaminodiazepoxide"
DB00476,Duloxetine,small molecule,116539-59-4,approved,(3S)-N-methyl-3-(1-naphthyloxy)-3-(2-thienyl)propan-1-amine|(S)-duloxetine
DB00477,Chlorpromazine,small molecule,50-53-3,approved|vet_approved,"3-(2-chloro-10H-phenothiazin-10-yl)-N,N-dimethyl-1-propanamine|3-(2-chlorophenothiazin-10-yl)-N,N-dimethyl-propan-1-amine|Chlorpromazinum|Clorpromazina|CPZ|N-(3-dimethylaminopropyl)-3-chlorophenothiazine"
DB00478,Rimantadine,small molecule,13392-28-4,approved,Rimantadin|Rimantadine
DB00479,Amikacin,small molecule,37517-28-5,approved|vet_approved,1-N-(L(-)-gamma-amino-alpha-Hydroxybutyryl)kanamycin a|Amicacin|Amiglyde-v|Amikacin|Amikacina|Amikacine|Amikacinum|Amikavet|Briclin|O-3-amino-3-Deoxy-alpha-D-glucopyranosyl-(1->4)-O-(6-amino-6-deoxy-alpha-D-glucopyranosyl-(1->6))-N(3)-(4-amino-L-2-hydroxybutyryl)-2-deoxy-L-streptamine
DB00480,Lenalidomide,small molecule,191732-72-6,approved,"1-oxo-2-(2,6-Dioxopiperidin-3-yl)-4-aminoisoindoline|3-(4-Amino-1-oxoisoindolin-2-yl)piperidine-2,6-dione|CC-5013|CDC 501|IMid-1|IMiD3"
DB00481,Raloxifene,small molecule,84449-90-1,approved|investigational,(2-(4-Hydroxyphenyl)-6-hydroxybenzo(b)thien-3-yl)(4-(2-(1-piperidinyl)ethoxy)phenyl)methanone|Raloxifène|Raloxifeno|Raloxifenum
DB00482,Celecoxib,small molecule,169590-42-5,approved|investigational,Celecoxib|Célécoxib|Celecoxibum|P-(5-P-Tolyl-3-(trifluoromethyl)pyrazol-1-yl)benzenesulfonamide
DB00483,Gallamine Triethiodide,small molecule,65-29-2,approved,Gallamin triethiodid|Gallamini Triethiodidum|Triéthiodure de Gallamine|Trietioduro de galamina
DB00484,Brimonidine,small molecule,59803-98-4,approved,5-Bromo-6-(2-imidazolin-2-ylamino)quinoxaline|Brimonidina|Brimonidine|Brimonidinum|Bromoxidine
DB00485,Dicloxacillin,small molecule,3116-76-5,approved|vet_approved,"(2S,5R,6R)-6-({[3-(2,6-dichlorophenyl)-5-methyl-1,2-oxazol-4-yl]carbonyl}amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid|Dicloxacilina|Dicloxacillin|Dicloxacillina|Dicloxacilline|Dicloxacillinum"
DB00486,Nabilone,small molecule,51022-71-0,approved|investigational,Nabilon|Nabilona|Nabilone|Nabilonum
DB00487,Pefloxacin,small molecule,70458-92-3,approved,Labocton|Pefloxacin|Pefloxacine|Pefloxacino|Pefloxacinum|PFLX
DB00488,Altretamine,small molecule,645-05-6,approved,"2,4,6-Tris(dimethylamino)-1,3,5-triazine|2,4,6-Tris(dimethylamino)-S-triazine|Altretamin|Altretamina|Altrétamine|Altretaminum|Hexamethylmelamine|Hexastat|HMM"
DB00489,Sotalol,small molecule,3930-20-9,approved,4'-(1-Hydroxy-2-(isopropylamino)ethyl)methane sulfonanilide|Sotalol|Sotalolo|Sotalolum
DB00490,Buspirone,small molecule,36505-84-7,approved|investigational,"8-(4-(4-(2-Pyrimidinyl)-1-piperizinyl)butyl)-8-azaspiro(4,5)decane-7,9-dione|Buspiron|Buspirona|Buspirone|Buspironum"
DB00491,Miglitol,small molecule,72432-03-2,approved,Miglitol|Miglitolum
DB00492,Fosinopril,small molecule,98048-97-6,approved,"(2S,4S)-4-Cyclohexyl-1-[2-[(2-methyl-1-propanoyloxypropoxy)-(4-phenylbutyl)phosphoryl]acetyl]pyrrolidine-2-carboxylic acid|(2S,4S)-4-Cyclohexyl-1-{2-[(2-methyl-1-propionyloxy-propoxy)-(4-phenyl-butyl)-phosphinoyl]-acetyl}-pyrrolidine-2-carboxylic acid|(S)-4-Cyclohexyl-1-{2-[(2-methyl-1-propionyloxy-propoxy)-(4-phenyl-butyl)-phosphinoyl]-acetyl}-pyrrolidine-2-carboxylic acid|Fosinopril"
DB00493,Cefotaxime,small molecule,63527-52-6,approved,"(6R,7R,Z)-3-(Acetoxymethyl)-7-(2-(2-aminothiazol-4-yl)-2-(methoxyimino)acetamido)-8-oxo-5-thia-1-aza-bicyclo[4.2.0]oct-2-ene-2-carboxylic acid|(6R,7R)-3-(Acetoxymethyl)-7-{[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-(methoxyimino)acetyl]amino}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid|(6R,7R)-3-Acetoxymethyl-7-{2-(2-amino-thiazol-4-yl)-2-[(Z)-methoxyimino]-acetylamino}-8-oxo-5-thia-1-aza-bicyclo[4.2.0]oct-2-ene-2-carboxylic acid|Cefotaxim|Cefotaxima|Céfotaxime|Cefotaximum|Cephotaxime"
DB00494,Entacapone,small molecule,130929-57-6,approved|investigational,"(e)-alpha-Cyano-N,N-diethyl-3,4-dihydroxy-5-nitrocinnamamide|Entacapona|Entacapone|Entacaponum|N,N-Diethyl-2-cyano-3-(3,4-dihydroxy-5-nitrophenyl) acrylamide"
DB00495,Zidovudine,small molecule,30516-87-1,approved,Azidothymidine|AZT|ZDV|Zidovudin|Zidovudinum
DB00496,Darifenacin,small molecule,133099-04-4,approved|investigational,"(S)-1-(2-(2,3-dihydro-5-Benzofuranyl)ethyl)-alpha,alpha-diphenyl-3-pyrrolidineacetamide|Darifenacin|Darifenacina|Darifénacine|Darifenacinum"
DB00497,Oxycodone,small molecule,76-42-6,approved|illicit|investigational,"(-)-14-Hydroxydihydrocodeinone|4,5-Epoxy-14-hydroxy-3-methoxy-17-methylmorphinan-6-one|4,5alpha-Epoxy-14-hydroxy-3-methoxy-17-methylmorphinan-6-one|4,5α-Epoxy-14-hydroxy-3-methoxy-17-methylmorphinan-6-one|Dihydro-14-hydroxycodeinone|Dihydrohydroxycodeinone|Dihydroxycodeinone|Oxicodona|Oxycodone|Oxycodonum"
DB00498,Phenindione,small molecule,83-12-5,approved|investigational,"2-Phenyl-1,3-diketohydrindene|2-Phenyl-1,3-indandione|2-Phenyl-1,3(2H)-indenedione|Fenindiona|Fenindione|Phenindion|Phénindione|Phenindionum|PID"
DB00499,Flutamide,small molecule,13311-84-7,approved,"4'-Nitro-3'-trifluoromethylisobutyranilide|alpha,alpha,alpha-Trifluoro-2-methyl-4'-nitro-m-propionotoluidide|Flutamid|Flutamida|Flutamide|Flutamidum|FTA|NFBA|Niftolid|Niftolide"
DB00500,Tolmetin,small molecule,26171-23-3,approved,1-Methyl-5-(4-methylbenzoyl)-pyrrole-2-acetic acid|1-Methyl-5-P-toluoylpyrrole-2-acetic acid|5-(P-Toluoyl)-1-methylpyrrole-2-acetic acid|Tolmetin|Tolmetina|Tolmétine|Tolmetino|Tolmetinum
DB00501,Cimetidine,small molecule,51481-61-9,approved,1-Cyano-2-methyl-3-(2-(((5-methyl-4-imidazolyl)methyl)thio)ethyl)guanidine|2-Cyano-1-methyl-3-(2-(((5-methylimidazol-4-yl)methyl)thio)ethyl)guanidine|Cimetag|Cimetidin|Cimetidina|Cimétidine|Cimetidinum|N-Cyano-n'-methyl-n''-(2-([(5-methyl-1H-imidazol-4-yl)methyl]sulfanyl)ethyl)guanidine|N''-cyano-N-methyl-n'-(2-{[(5-methyl-1H-imidazol-4-yl)methyl]thio}ethyl)guanidine|Tagamet hb 200|Ulcerfen
DB00502,Haloperidol,small molecule,52-86-8,approved,1-(3-p-fluorobenzoylpropyl)-4-p-chlorophenyl-4-hydroxypiperidine|4-(4-(para-chlorophenyl)-4-hydroxypiperidino)-4'-fluorobutyrophenone|4-[4-(4-chlorophenyl)-4-hydroxy-1-piperidyl]-1-(4-fluorophenyl)-butan-1-one|4'-fluoro-4-(4-(p-chlorophenyl)-4-hydroxypiperidinyl)butyrophenone|4'-fluoro-4-(4-hydroxy-4-(4'-chlorophenyl)piperidino)butyrophenone|Haloperidolum|γ-(4-(p-chlorophenyl)-4-hydroxpiperidino)-p-fluorbutyrophenone
DB00503,Ritonavir,small molecule,155213-67-5,approved|investigational,Ritonavir|Ritonavirum
DB00504,Levallorphan,small molecule,152-02-3,approved,Levallofano|Levallorphan|Lévallorphane|Levallorphanum|Levalorfano|Lorfan|Naloxiphan
DB00505,Tridihexethyl,small molecule,60-49-1,withdrawn,
DB00507,Nitazoxanide,small molecule,55981-09-4,approved|investigational|vet_approved,Adrovet|Nitaxozanid|Nitaxozanide|Nitazoxanida|Nitazoxanidum|Nodik|Omniparax
DB00508,Triflupromazine,small molecule,146-54-3,approved|vet_approved,10-(3-(Dimethylamino)propyl)-2-(trifluoromethyl)phenothiazine|2-(Trifluoromethyl)promazine|2-Trifluoromethyl-10-(gamma-dimethylaminopropyl)phenothiazine|Fluopromazine|Triflupromazin|Triflupromazina|Triflupromazine|Triflupromazinum
DB00509,Dextrothyroxine,small molecule,51-49-0,approved|investigational,"D-T4|D-thyroxine|Dextrothyroxine|DT4|O-(4-Hydroxy-3,5-diiodophenyl)-3,5-diiodo-D-tyrosine"
DB00511,Acetyldigitoxin,small molecule,1111-39-3,approved,Acetildigitoxina|Acetyl-digitoxin-alpha|Acetyldiginatin|Acetyldigitoxinum|Acetylgitoxin|alpha-Acetyldigitoxin|alpha-Acetylgitaloxin|alpha-Monoacetyldigitoxin|Desglucolanatoside A|Digitoxin 3'''-acetate
DB00512,Vancomycin,small molecule,1404-90-6,approved,"(1S,2R,18R,22S,25R,28R,40S)-22-(2-amino-2-Oxoethyl)-48-[2-O-(3-amino-2,3,6-trideoxy-3-methyl-alpha-L-lyxo-hexopyranosyl)-beta-D-glucopyranosyloxy]-5,15-dichloro-2,18,32,35,37-pentahydroxy-19-[(N-methyl-D-leucyl)amino]-20,23,26,42,44-pentaoxo-7,13-dioxa-21,24,27,41,43-pentaazaoctacyclo[26.14.2.2(3,6).2(14,17).1(8,12).1(29,33).0(10,25).0(34,39)]pentaconta-3,5,8(48),9,11,14,16,29(45),30,32,34,36,38,46,49-pentadecaene-40-carboxylic acid|(2.2Sp,3.5sa,2.6sp)-O(4.2),C(3.4):c(5.4),O(4.6):c(3.5),C(2.7)-tricyclo[N-methyl-D-leucyl-3-chloro-(R)-beta-hydroxy-D-tyrosyl-L-asparaginyl-D-2-(4-{[2-O-(3-amino-2,3,6-trideoxy-3-C-methyl-alpha-L-lyxo-hexopyranosyl)-beta-D-glucopyranosyl]oxy}phenyl)glycyl-D-2-(4-hydroxyphenyl)glycyl-3-chloro-(R)-beta-hydroxy-L-tyrosyl-L-2-(3,5-dihydroxyphenyl)glycine]|Vancomicina|Vancomycin|Vancomycine|Vancomycinum"
DB00513,Aminocaproic Acid,small molecule,60-32-2,approved|investigational,6-Aminocaproic acid|6-aminohexanoic acid|Acide aminocaproïque|Acide aminocaproque|Ácido aminocapróico|Acidum Aminocaproicum|Ahx|AMINOCAPROIC|Aminocaproic acid|Aminocapronsäure|Aminohexanoic acid|Caproamin|Eaca|EACA|Epsicaprom|Epsilcapramine|epsilon-Ahx|Epsilon-Aminocaproic Acid|epsilon-Aminohexanoic acid|Z
DB00514,Dextromethorphan,small molecule,125-71-3,approved,(+)-dextromethorphan|D-methorphan|delta-Methorphan|Dex|Dextromethorfan|Dextromethorphan|Dextrométhorphane|Dextromethorphanum|Dextrometorfano|DM
DB00515,Cisplatin,small molecule,15663-27-1,approved,CDDP|Cis-DDP|cis-diamminedichloroplatinum(II)
DB00516,Bentoquatam,small molecule,1340-69-8,approved,
DB00517,Anisotropine Methylbromide,small molecule,80-50-2,approved,"8-Methyl-3-(2-propylpentanoyloxy)tropinium bromide|8-Methyltropinium bromide 2-propylpentanoate|8-Methyltropinium bromide 2-propylvalerate|Anisotropine methobromide|Anisotropine methylbromide|Endo-8,8-dimethyl-3-((1-oxo-2-propylpentyl)oxy)-8-azoniabicyclo(3.2.1)octane bromide|Methylbromure d'octatropine|Methyloctatropine bromide|Metilbromuro de octatropina|Octatropine methylbromide|Octatropini methylbromidum"
DB00518,Albendazole,small molecule,54965-21-8,approved|vet_approved,(5-(propylthio)-1H-benzimidazol-2-yl)carbamic acid methyl ester|5-(propylthio)-2-carbomethoxyaminobenzimidazole|Albendazol|Albendazole|Albendazolum|Eskazole|O-methyl N-(5-(propylthio)-2-benzimidazolyl)carbamate|Proftril
DB00519,Trandolapril,small molecule,87679-37-6,approved,Trandolaprilum
DB00520,Caspofungin,small molecule,162808-62-0,approved,"(4R,5S)-5-((2-Aminoethyl)amino)-N(2)-(10,12-dimethyltetradecanoyl)-4-hydroxy-L-ornithyl-L-threonyl-trans-4-hydroxy-L-prolyl-(S)-4-hydroxy-4-(P-hydroxyphenyl)-L-threonyl-threo-3-hydroxy-L-ornithyl-trans-3-hydroxy-L-proline cyclic (6-1)-peptide|1-[(4R,5S)-5-[(2-Aminoethyl)amino]-N(2)-(10,12-dimethyl-1-oxotetradecyl)-4-hydroxy-L-ornithine]-5-[(3R)-3-hydroxy-L-ornithine]-pneumocandin b0"
